provision_id,instrument,instrument_year,provision_type,chapter,section_or_rule,title,topic,summary,relevance_to_ayurveda,relevance_to_traditional_knowledge,relevance_to_biodiversity,relevance_to_patentability,source_url,source_reference,verification_status,notes
IN-PR-117,Patents Rules,2003,Rule,15,Rule 117,Restoration of name of persons removed from the register of patent agents,General Administration,Provision relating to restoration of name of persons removed from the register of patent agents.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-117,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-118,Patents Rules,2003,Rule,15,Rule 118,"Alteration of names, etc., in the register of patent agents",General Administration,"Provision relating to alteration of names, etc., in the register of patent agents.",None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-118,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-119,Patents Rules,2003,Rule,15,Rule 119,Refusal to recognise as patent agent,General Administration,Provision relating to refusal to recognise as patent agent.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-119,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-120,Patents Rules,2003,Rule,15,Rule 120,Publication of the names of patent agents registered under the Act,General Administration,Provision relating to publication of the names of patent agents registered under the act.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-120,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-121,Patents Rules,2003,Rule,16,Rule 121,Period within which copies of specification etc. are to be filed,Patent Prosecution,Provision relating to period within which copies of specification etc. are to be filed.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-121,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-121A,Patents Rules,2003,Rule,16,Rule 121A,Address of Communications,General Administration,Provision relating to address of communications.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-121a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-122,Patents Rules,2003,Rule,16,Rule 122,Correction of clerical errors,General Administration,Provision relating to correction of clerical errors.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-122,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-123,Patents Rules,2003,Rule,16,Rule 123,Manner of advertisement of the proposed correction of any error,General Administration,Provision relating to manner of advertisement of the proposed correction of any error.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-123,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-124,Patents Rules,2003,Rule,16,Rule 124,Manner and time of opposition to the making of corrections,Patent Prosecution,Provision relating to manner and time of opposition to the making of corrections.,None,None,None,High,https://ipindia.gov.in/acts/patent-rules-2003/rule-124,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-125,Patents Rules,2003,Rule,16,Rule 125,Notification of corrections,General Administration,Provision relating to notification of corrections.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-125,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-126,Patents Rules,2003,Rule,16,Rule 126,"Form, etc., of affidavits",General Administration,"Provision relating to form, etc., of affidavits.",None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-126,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-127,Patents Rules,2003,Rule,16,Rule 127,Exhibits,General Administration,Provision relating to exhibits.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-127,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-128,Patents Rules,2003,Rule,16,Rule 128,Directions not otherwise prescribed,General Administration,Provision relating to directions not otherwise prescribed.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-128,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-129,Patents Rules,2003,Rule,16,Rule 129,Exercise of discretionary power by the Controller,General Administration,Provision relating to exercise of discretionary power by the controller.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-129,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-129A,Patents Rules,2003,Rule,16,Rule 129A,Adjournment of hearing,General Administration,Provision relating to adjournment of hearing.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-129a,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-130,Patents Rules,2003,Rule,16,Rule 130,Application for review of decisions or setting aside of orders of the Controller,General Administration,Provision relating to application for review of decisions or setting aside of orders of the controller.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-130,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-131,Patents Rules,2003,Rule,16,Rule 131,Form and manner in which statements required under section 146(2) to be furnished,General Administration,Provision relating to form and manner in which statements required under section 146(2) to be furnished.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-131,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-132,Patents Rules,2003,Rule,16,Rule 132,Form of application for the issue of duplicate patent,General Administration,Provision relating to form of application for the issue of duplicate patent.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-132,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-133,Patents Rules,2003,Rule,16,Rule 133,Supply of certified copies and certificates under sections 72 and 147,General Administration,Provision relating to supply of certified copies and certificates under sections 72 and 147.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-133,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-134,Patents Rules,2003,Rule,16,Rule 134,Request for information under section 153,General Administration,Provision relating to request for information under section 153.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-134,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-135,Patents Rules,2003,Rule,16,Rule 135,Agency,General Administration,Provision relating to agency.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-135,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-136,Patents Rules,2003,Rule,16,Rule 136,Scale of costs,General Administration,Provision relating to scale of costs.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-136,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-137,Patents Rules,2003,Rule,16,Rule 137,Powers of Controller generally,General Administration,Provision relating to powers of controller generally.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-137,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-138,Patents Rules,2003,Rule,16,Rule 138,Power to extend time specified or condone delay,General Administration,Provision relating to power to extend time specified or condone delay.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-138,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-139,Patents Rules,2003,Rule,16,Rule 139,Hearing before the Controller to be in public in certain cases,General Administration,Provision relating to hearing before the controller to be in public in certain cases.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/rule-139,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-Fees,Patents Rules,2003,Rule,THE FIRST SCHEDULE,Fees,Fees,General Administration,Provision relating to fees.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/fees,IP-IN-RULES-2003,Verified via Official Index,
IN-PR-SCALE OF COSTS,Patents Rules,2003,Rule,THE FOURTH SCHEDULE,SCALE OF COSTS,SCALE OF COSTS,General Administration,Provision relating to scale of costs.,None,None,None,None,https://ipindia.gov.in/acts/patent-rules-2003/scale-of-costs,IP-IN-RULES-2003,Verified via Official Index,
